Image,contrast-1-0,ASM-1-0,energy-1-0,homogeneity-1-0,dissimilarity-1-0,contrast-1-45,ASM-1-45,energy-1-45,homogeneity-1-45,dissimilarity-1-45,contrast-1-90,ASM-1-90,energy-1-90,homogeneity-1-90,dissimilarity-1-90,contrast-1-135,ASM-1-135,energy-1-135,homogeneity-1-135,dissimilarity-1-135,contrast-2-0,ASM-2-0,energy-2-0,homogeneity-2-0,dissimilarity-2-0,contrast-2-45,ASM-2-45,energy-2-45,homogeneity-2-45,dissimilarity-2-45,contrast-2-90,ASM-2-90,energy-2-90,homogeneity-2-90,dissimilarity-2-90,contrast-2-135,ASM-2-135,energy-2-135,homogeneity-2-135,dissimilarity-2-135,contrast-3-0,ASM-3-0,energy-3-0,homogeneity-3-0,dissimilarity-3-0,contrast-3-45,ASM-3-45,energy-3-45,homogeneity-3-45,dissimilarity-3-45,contrast-3-90,ASM-3-90,energy-3-90,homogeneity-3-90,dissimilarity-3-90,contrast-3-135,ASM-3-135,energy-3-135,homogeneity-3-135,dissimilarity-3-135,L,a*,b*,output
/content/gdrive/My Drive/Colab Notebooks/feature/8-1-rs.jpg,0.84746877,0.71134254,0.84341125,0.58257725,0.83694938,0.85009862,0.72601938,0.85206771,0.57889546,0.843524,0.85009862,0.72601938,0.85206771,0.57889546,0.843524,0.85009862,0.72601938,0.85206771,0.57889546,0.843524,0.84746877,0.726226,0.85218895,0.57942143,0.84220907,0.85141354,0.72403532,0.85090265,0.57902696,0.843524,0.85141354,0.72403532,0.85090265,0.57902696,0.843524,0.85009862,0.72601938,0.85206771,0.57889546,0.843524,0.86390533,0.7335173,0.85645625,0.57435897,0.85338593,0.86127548,0.73754766,0.85880595,0.57409599,0.85338593,0.86127548,0.73754766,0.85880595,0.57409599,0.85338593,0.85009862,0.72601938,0.85206771,0.57889546,0.843524,18.6892,-0.0754,10.7128,1
/content/gdrive/My Drive/Colab Notebooks/feature/8-2-rs.jpg,0.89151874,0.78970892,0.88865568,0.55739645,0.88625904,0.88954635,0.78670042,0.88696134,0.55838264,0.88428665,0.88954635,0.78670042,0.88696134,0.55838264,0.88428665,0.88954635,0.78670042,0.88696134,0.55838264,0.88428665,0.88823143,0.78470339,0.88583486,0.55904011,0.88297173,0.88494412,0.77974109,0.88302949,0.56068376,0.87968442,0.88494412,0.77974109,0.88302949,0.56068376,0.87968442,0.88954635,0.78670042,0.88696134,0.55838264,0.88428665,0.88757396,0.78370747,0.88527254,0.55936884,0.88231427,0.8869165,0.78271328,0.88471085,0.55969757,0.8816568,0.8869165,0.78271328,0.88471085,0.55969757,0.8816568,0.88954635,0.78670042,0.88696134,0.55838264,0.88428665,18.2558,-2.3484,13.4231,1
/content/gdrive/My Drive/Colab Notebooks/feature/8-3-rs.jpg,0.88297173,0.74476289,0.86299646,0.56798159,0.86719264,0.88362919,0.74179069,0.86127272,0.56844181,0.86653517,0.88362919,0.74179069,0.86127272,0.56844181,0.86653517,0.88362919,0.74179069,0.86127272,0.56844181,0.86653517,0.88494412,0.73975736,0.86009148,0.56857331,0.86653517,0.88099934,0.74196705,0.86137509,0.56896778,0.86522025,0.88099934,0.74196705,0.86137509,0.56896778,0.86522025,0.88362919,0.74179069,0.86127272,0.56844181,0.86653517,0.88625904,0.74945719,0.86571196,0.56633794,0.87047995,0.88954635,0.75419473,0.86844385,0.56469428,0.87376726,0.88954635,0.75419473,0.86844385,0.56469428,0.87376726,0.88362919,0.74179069,0.86127272,0.56844181,0.86653517,18.4752,-1.3195,13.7473,1
/content/gdrive/My Drive/Colab Notebooks/feature/8-4-rs.jpg,0.9651545,0.93273742,0.96578332,0.51742275,0.9651545,0.96646943,0.93518745,0.96705091,0.51676529,0.96646943,0.96646943,0.93518745,0.96705091,0.51676529,0.96646943,0.96646943,0.93518745,0.96705091,0.51676529,0.96646943,0.96252465,0.92785811,0.96325392,0.51873767,0.96252465,0.96646943,0.93024763,0.96449346,0.51755424,0.9651545,0.96646943,0.93024763,0.96449346,0.51755424,0.9651545,0.96646943,0.93518745,0.96705091,0.51676529,0.96646943,0.97172913,0.94505674,0.97214029,0.51413544,0.97172913,0.96646943,0.93518745,0.96705091,0.51676529,0.96646943,0.96646943,0.93518745,0.96705091,0.51676529,0.96646943,0.96646943,0.93518745,0.96705091,0.51676529,0.96646943,19.572,-0.407,11.9228,1
/content/gdrive/My Drive/Colab Notebooks/feature/9-1-rs.jpg,0.90138067,0.74751896,0.86459179,0.56351085,0.87771203,0.90729783,0.74420441,0.86267283,0.56291913,0.87968442,0.90729783,0.74420441,0.86267283,0.56291913,0.87968442,0.90729783,0.74420441,0.86267283,0.56291913,0.87968442,0.90138067,0.74751896,0.86459179,0.56351085,0.87771203,0.89875082,0.7282334,0.85336592,0.56798159,0.86982249,0.89875082,0.7282334,0.85336592,0.56798159,0.86982249,0.90729783,0.74420441,0.86267283,0.56291913,0.87968442,0.90072321,0.7387355,0.85949724,0.56541749,0.87442472,0.91255753,0.73996484,0.86021209,0.56265615,0.88099934,0.91255753,0.73996484,0.86021209,0.56265615,0.88099934,0.90729783,0.74420441,0.86267283,0.56291913,0.87968442,18.0479,-0.7478,9.1142,1
/content/gdrive/My Drive/Colab Notebooks/feature/9-2-rs.jpg,0.92965155,0.79828316,0.89346693,0.5477975,0.90861275,0.93425378,0.79701233,0.89275547,0.54707429,0.91058514,0.93425378,0.79701233,0.89275547,0.54707429,0.91058514,0.93425378,0.79701233,0.89275547,0.54707429,0.91058514,0.94280079,0.80197636,0.89553133,0.5443787,0.9165023,0.93885602,0.79574668,0.89204635,0.54635108,0.91255753,0.93885602,0.79574668,0.89204635,0.54635108,0.91255753,0.93425378,0.79701233,0.89275547,0.54707429,0.91058514,0.93688363,0.80115853,0.8950746,0.54575937,0.91321499,0.93162393,0.79289379,0.89044584,0.54838922,0.90795529,0.93162393,0.79289379,0.89044584,0.54838922,0.90795529,0.93425378,0.79701233,0.89275547,0.54707429,0.91058514,17.7427,-2.4061,11.3816,1
/content/gdrive/My Drive/Colab Notebooks/feature/9-3-rs.jpg,0.9513478,0.87896298,0.93753026,0.52905983,0.94345825,0.94871795,0.87437415,0.93507975,0.53037475,0.9408284,0.94871795,0.87437415,0.93507975,0.53037475,0.9408284,0.94871795,0.87437415,0.93507975,0.53037475,0.9408284,0.95003287,0.87666511,0.93630396,0.52971729,0.94214333,0.95069034,0.86851621,0.93194217,0.53096647,0.94017094,0.95069034,0.86851621,0.93194217,0.53096647,0.94017094,0.94871795,0.87437415,0.93507975,0.53037475,0.9408284,0.94214333,0.86302309,0.92899036,0.53366206,0.93425378,0.94937541,0.86624599,0.93072337,0.53162393,0.93885602,0.94937541,0.86624599,0.93072337,0.53162393,0.93885602,0.94871795,0.87437415,0.93507975,0.53037475,0.9408284,20.2956,-1.2744,10.8823,1
/content/gdrive/My Drive/Colab Notebooks/feature/9-4-rs.jpg,0.86127548,0.70019205,0.83677479,0.58198554,0.84023669,0.86061801,0.68153499,0.82555133,0.58625904,0.8330046,0.86061801,0.68153499,0.82555133,0.58625904,0.8330046,0.86061801,0.68153499,0.82555133,0.58625904,0.8330046,0.8573307,0.67398693,0.82096707,0.58869165,0.82840237,0.85798817,0.68175545,0.82568483,0.58678501,0.83168968,0.85798817,0.68175545,0.82568483,0.58678501,0.83168968,0.86061801,0.68153499,0.82555133,0.58625904,0.8330046,0.86390533,0.68920928,0.83018629,0.58382643,0.83760684,0.85404339,0.68384238,0.82694763,0.58717949,0.83037475,0.85404339,0.68384238,0.82694763,0.58717949,0.83037475,0.86061801,0.68153499,0.82555133,0.58625904,0.8330046,18.9327,-1.0913,10.3436,1
/content/gdrive/My Drive/Colab Notebooks/feature/11-1-rs.jpg,0.96318212,0.90957193,0.95371481,0.52156476,0.95792242,0.96055227,0.91446853,0.95627848,0.52130178,0.95792242,0.96055227,0.91446853,0.95627848,0.52130178,0.95792242,0.96055227,0.91446853,0.95627848,0.52130178,0.95792242,0.96252465,0.89877416,0.94803701,0.5234714,0.95463511,0.95989481,0.89883468,0.94806892,0.52399737,0.95332018,0.95989481,0.89883468,0.94806892,0.52399737,0.95332018,0.96055227,0.91446853,0.95627848,0.52130178,0.95792242,0.96186719,0.9071876,0.95246397,0.52222222,0.9566075,0.95857988,0.90125705,0.94934559,0.52386588,0.95332018,0.95857988,0.90125705,0.94934559,0.52386588,0.95332018,0.96055227,0.91446853,0.95627848,0.52130178,0.95792242,16.8699,-1.9083,9.5039,0
/content/gdrive/My Drive/Colab Notebooks/feature/11-2-rs.jpg,0.96186719,0.86012351,0.92742844,0.53011177,0.94345825,0.96844181,0.86686585,0.93105631,0.52761341,0.94871795,0.96844181,0.86686585,0.93105631,0.52761341,0.94871795,0.96844181,0.86686585,0.93105631,0.52761341,0.94871795,0.96120973,0.85899446,0.92681954,0.5304405,0.94280079,0.96055227,0.86246029,0.9286874,0.52998028,0.94345825,0.96055227,0.86246029,0.9286874,0.52998028,0.94345825,0.96844181,0.86686585,0.93105631,0.52761341,0.94871795,0.96318212,0.86238681,0.92864784,0.52945431,0.94477318,0.96186719,0.86012351,0.92742844,0.53011177,0.94345825,0.96186719,0.86012351,0.92742844,0.53011177,0.94345825,0.96844181,0.86686585,0.93105631,0.52761341,0.94871795,17.9886,-0.892,7.6455,0
/content/gdrive/My Drive/Colab Notebooks/feature/11-3-rs.jpg,0.92439185,0.79007375,0.88886093,0.55042735,0.90335306,0.93162393,0.79289379,0.89044584,0.54838922,0.90795529,0.93162393,0.79289379,0.89044584,0.54838922,0.90795529,0.93162393,0.79289379,0.89044584,0.54838922,0.90795529,0.91978961,0.77883075,0.88251388,0.55351742,0.8974359,0.93162393,0.78448726,0.88571286,0.54996713,0.90532544,0.93162393,0.78448726,0.88571286,0.54996713,0.90532544,0.93162393,0.79289379,0.89044584,0.54838922,0.90795529,0.9270217,0.79416462,0.89115915,0.54911243,0.90598291,0.92636423,0.78057361,0.88350077,0.55180802,0.90138067,0.92636423,0.78057361,0.88350077,0.55180802,0.90138067,0.93162393,0.79289379,0.89044584,0.54838922,0.90795529,19.3739,-1.2595,10.9523,0
/content/gdrive/My Drive/Colab Notebooks/feature/11-4-rs.jpg,0.80999343,0.65493306,0.80927935,0.60368179,0.79552926,0.81065089,0.66226673,0.81379772,0.60177515,0.79881657,0.81065089,0.66226673,0.81379772,0.60177515,0.79881657,0.81065089,0.66226673,0.81379772,0.60177515,0.79881657,0.80802104,0.65269484,0.80789531,0.60466798,0.79355687,0.80933596,0.65418526,0.8088172,0.60401052,0.79487179,0.80933596,0.65418526,0.8088172,0.60401052,0.79487179,0.81065089,0.66226673,0.81379772,0.60177515,0.79881657,0.81591059,0.65843434,0.81143967,0.60151216,0.80013149,0.80802104,0.65269484,0.80789531,0.60466798,0.79355687,0.80802104,0.65269484,0.80789531,0.60466798,0.79355687,0.81065089,0.66226673,0.81379772,0.60177515,0.79881657,16.5292,-1.2322,9.0447,0
/content/gdrive/My Drive/Colab Notebooks/feature/12-1-rs.jpg,0.91978961,0.84344878,0.91839468,0.5416831,0.91715976,0.92965155,0.84193243,0.91756876,0.53990796,0.921762,0.92965155,0.84193243,0.91756876,0.53990796,0.921762,0.92965155,0.84193243,0.91756876,0.53990796,0.921762,0.92110454,0.83670385,0.91471518,0.54260355,0.91584484,0.91781723,0.83130929,0.91176164,0.54424721,0.91255753,0.91781723,0.83130929,0.91176164,0.54424721,0.91255753,0.92965155,0.84193243,0.91756876,0.53990796,0.921762,0.91913215,0.83346193,0.91294136,0.54358974,0.91387245,0.921762,0.84224884,0.91774116,0.54148586,0.91781723,0.921762,0.84224884,0.91774116,0.54148586,0.91781723,0.92965155,0.84193243,0.91756876,0.53990796,0.921762,19.0584,-3.0215,13.8151,1
/content/gdrive/My Drive/Colab Notebooks/feature/12-2-rs.jpg,0.98027613,0.9116727,0.95481553,0.51775148,0.96712689,0.97961867,0.91532959,0.95672859,0.51729126,0.96778435,0.97961867,0.91532959,0.95672859,0.51729126,0.96778435,0.97961867,0.91532959,0.95672859,0.51729126,0.96778435,0.97435897,0.91056266,0.95423407,0.51913215,0.96383958,0.97370151,0.90453787,0.95107196,0.52024984,0.96186719,0.97370151,0.90453787,0.95107196,0.52024984,0.96186719,0.97961867,0.91532959,0.95672859,0.51729126,0.96778435,0.98422091,0.91891905,0.95860265,0.51577909,0.97107166,0.97896121,0.90927108,0.95355707,0.51840894,0.96581197,0.97896121,0.90927108,0.95355707,0.51840894,0.96581197,0.97961867,0.91532959,0.95672859,0.51729126,0.96778435,18.3381,-1.748,10.8605,1
/content/gdrive/My Drive/Colab Notebooks/feature/12-3-rs.jpg,0.91452991,0.83476907,0.91365698,0.54431295,0.91190007,0.91058514,0.82833191,0.91012741,0.54628534,0.90795529,0.91058514,0.82833191,0.91012741,0.54628534,0.90795529,0.91058514,0.82833191,0.91012741,0.54628534,0.90795529,0.91387245,0.83369189,0.9130673,0.54464168,0.9112426,0.91058514,0.82833191,0.91012741,0.54628534,0.90795529,0.91058514,0.82833191,0.91012741,0.54628534,0.90795529,0.91058514,0.82833191,0.91012741,0.54628534,0.90795529,0.91518738,0.83584799,0.91424722,0.54398422,0.91255753,0.90795529,0.82407505,0.90778579,0.54760026,0.90532544,0.90795529,0.82407505,0.90778579,0.54760026,0.90532544,0.91058514,0.82833191,0.91012741,0.54628534,0.90795529,17.3642,-1.7411,8.8184,1
/content/gdrive/My Drive/Colab Notebooks/feature/12-4-rs.jpg,0.88823143,0.67756602,0.82314398,0.58113083,0.84615385,0.88099934,0.67550502,0.82189112,0.58316897,0.84155161,0.88099934,0.67550502,0.82189112,0.58316897,0.84155161,0.88099934,0.67550502,0.82189112,0.58316897,0.84155161,0.87902696,0.67305153,0.82039718,0.58415516,0.83957922,0.86916502,0.66782468,0.81720541,0.58750822,0.83234714,0.86916502,0.66782468,0.81720541,0.58750822,0.83234714,0.88099934,0.67550502,0.82189112,0.58316897,0.84155161,0.87705457,0.6706136,0.81891001,0.58514135,0.83760684,0.87902696,0.66615271,0.81618179,0.58573307,0.83694938,0.87902696,0.66615271,0.81618179,0.58573307,0.83694938,0.88099934,0.67550502,0.82189112,0.58316897,0.84155161,17.8093,-1.9152,9.4376,1
/content/gdrive/My Drive/Colab Notebooks/feature/13-1-rs.jpg,0.89480605,0.78639957,0.88679173,0.5573307,0.8869165,0.88560158,0.78073009,0.88358932,0.56035503,0.88034188,0.88560158,0.78073009,0.88358932,0.56035503,0.88034188,0.88560158,0.78073009,0.88358932,0.56035503,0.88034188,0.89677844,0.78941326,0.88848931,0.55634451,0.88888889,0.8921762,0.79071522,0.88922169,0.55706772,0.8869165,0.8921762,0.79071522,0.88922169,0.55706772,0.8869165,0.88560158,0.78073009,0.88358932,0.56035503,0.88034188,0.89283366,0.79172324,0.88978831,0.55673899,0.88757396,0.89809336,0.79562911,0.89198044,0.55489809,0.89151874,0.89809336,0.79562911,0.89198044,0.55489809,0.89151874,0.88560158,0.78073009,0.88358932,0.56035503,0.88034188,16.6629,-0.5556,8.5547,1
/content/gdrive/My Drive/Colab Notebooks/feature/13-2-rs.jpg,0.90664037,0.79622908,0.89231669,0.55299145,0.89612097,0.90006575,0.79027691,0.8889752,0.55548981,0.89086128,0.90006575,0.79027691,0.8889752,0.55548981,0.89086128,0.90006575,0.79027691,0.8889752,0.55548981,0.89086128,0.90664037,0.81329111,0.90182654,0.54983563,0.90138067,0.89612097,0.78840697,0.88792284,0.55667324,0.88823143,0.89612097,0.78840697,0.88792284,0.55667324,0.88823143,0.90006575,0.79027691,0.8889752,0.55548981,0.89086128,0.89480605,0.79475768,0.89149183,0.55575279,0.88954635,0.89480605,0.79056738,0.88913856,0.55654175,0.88823143,0.89480605,0.79056738,0.88913856,0.55654175,0.88823143,0.90006575,0.79027691,0.8889752,0.55548981,0.89086128,14.9236,0.3331,7.5232,1
/content/gdrive/My Drive/Colab Notebooks/feature/13-3-rs.jpg,0.90729783,0.79725093,0.89288909,0.55266272,0.89677844,0.91781723,0.79672185,0.89259277,0.55055884,0.90203813,0.91781723,0.79672185,0.89259277,0.55055884,0.90203813,0.91781723,0.79672185,0.89259277,0.55055884,0.90203813,0.91518738,0.79263098,0.89029825,0.55187377,0.89940828,0.91847469,0.80199971,0.89554436,0.54944116,0.90401052,0.91847469,0.80199971,0.89554436,0.54944116,0.90401052,0.91781723,0.79672185,0.89259277,0.55055884,0.90203813,0.91781723,0.78829977,0.88786247,0.55213675,0.89940828,0.91255753,0.80122424,0.8951113,0.55082183,0.90072321,0.91255753,0.80122424,0.8951113,0.55082183,0.90072321,0.91781723,0.79672185,0.89259277,0.55055884,0.90203813,16.1899,-0.5477,8.5861,1
/content/gdrive/My Drive/Colab Notebooks/feature/13-4-rs.jpg,0.94674556,0.88026494,0.93822435,0.52978304,0.94148586,0.9460881,0.87911514,0.9376114,0.53011177,0.9408284,0.9460881,0.87911514,0.9376114,0.53011177,0.9408284,0.9460881,0.87911514,0.9376114,0.53011177,0.9408284,0.93754109,0.86432505,0.92969083,0.53438527,0.93228139,0.9460881,0.87911514,0.9376114,0.53011177,0.9408284,0.9460881,0.87911514,0.9376114,0.53011177,0.9408284,0.9460881,0.87911514,0.9376114,0.53011177,0.9408284,0.9513478,0.87896298,0.93753026,0.52905983,0.94345825,0.94148586,0.86649497,0.93085712,0.53320184,0.93491124,0.94148586,0.86649497,0.93085712,0.53320184,0.93491124,0.9460881,0.87911514,0.9376114,0.53011177,0.9408284,16.1899,-0.5477,8.5861,1
/content/gdrive/My Drive/Colab Notebooks/feature/14-1-rs.jpg,0.90203813,0.75641825,0.86972309,0.56160421,0.88099934,0.90335306,0.75036666,0.86623707,0.56252465,0.87968442,0.90335306,0.75036666,0.86623707,0.56252465,0.87968442,0.90335306,0.75036666,0.86623707,0.56252465,0.87968442,0.90466798,0.75227378,0.86733718,0.56186719,0.88099934,0.89612097,0.74391134,0.86250295,0.56535174,0.87376726,0.89612097,0.74391134,0.86250295,0.56535174,0.87376726,0.90335306,0.75036666,0.86623707,0.56252465,0.87968442,0.89349112,0.74407819,0.86259967,0.56587771,0.87245233,0.90203813,0.75243112,0.86742788,0.56239316,0.87968442,0.90203813,0.75243112,0.86742788,0.56239316,0.87968442,0.90335306,0.75036666,0.86623707,0.56252465,0.87968442,17.134,-0.5625,8.523,0
/content/gdrive/My Drive/Colab Notebooks/feature/14-2-rs.jpg,0.74030243,0.59057698,0.76849007,0.63694938,0.72846811,0.75871137,0.60459938,0.77755989,0.62853386,0.74556213,0.75871137,0.60459938,0.77755989,0.62853386,0.74556213,0.75871137,0.60459938,0.77755989,0.62853386,0.74556213,0.76199869,0.60207673,0.77593604,0.62846811,0.74621959,0.75739645,0.60617625,0.77857322,0.62840237,0.74556213,0.75739645,0.60617625,0.77857322,0.62840237,0.74556213,0.75871137,0.60459938,0.77755989,0.62853386,0.74556213,0.74556213,0.59525227,0.77152593,0.63431953,0.73372781,0.74095989,0.59383965,0.77060992,0.63583169,0.7304405,0.74095989,0.59383965,0.77060992,0.63583169,0.7304405,0.75871137,0.60459938,0.77755989,0.62853386,0.74556213,14.6983,-0.6821,7.1792,0
/content/gdrive/My Drive/Colab Notebooks/feature/14-3-rs.jpg,0.80210388,0.65574743,0.80978234,0.6052597,0.79158448,0.79421433,0.65333544,0.80829168,0.60762656,0.78632479,0.79421433,0.65333544,0.80829168,0.60762656,0.78632479,0.79421433,0.65333544,0.80829168,0.60762656,0.78632479,0.81459566,0.65692144,0.8105069,0.60216963,0.79881657,0.79750164,0.64102045,0.80063753,0.60992768,0.78303748,0.79750164,0.64102045,0.80063753,0.60992768,0.78303748,0.79421433,0.65333544,0.80829168,0.60762656,0.78632479,0.80210388,0.64927569,0.80577645,0.60683761,0.78895464,0.79947403,0.64955406,0.80594917,0.60736358,0.78763971,0.79947403,0.64955406,0.80594917,0.60736358,0.78763971,0.79421433,0.65333544,0.80829168,0.60762656,0.78632479,15.8278,-0.0277,8.7898,0
/content/gdrive/My Drive/Colab Notebooks/feature/14-4-rs.jpg,0.98750822,0.80468402,0.89704182,0.53464826,0.94017094,0.9809336,0.8114082,0.90078199,0.53477975,0.93885602,0.9809336,0.8114082,0.90078199,0.53477975,0.93885602,0.9809336,0.8114082,0.90078199,0.53477975,0.93885602,0.9756739,0.7943064,0.89123869,0.53898751,0.93096647,0.98553583,0.80149915,0.89526485,0.53563445,0.93819855,0.98553583,0.80149915,0.89526485,0.53563445,0.93819855,0.9809336,0.8114082,0.90078199,0.53477975,0.93885602,0.99408284,0.79800825,0.89331307,0.53451677,0.94148586,0.97764629,0.80607416,0.89781633,0.53642341,0.9355687,0.97764629,0.80607416,0.89781633,0.53642341,0.9355687,0.9809336,0.8114082,0.90078199,0.53477975,0.93885602,17.4709,-1.2409,8.9807,0
/content/gdrive/My Drive/Colab Notebooks/feature/15-1-rs.jpg,0.92899408,0.85890455,0.92677103,0.53708087,0.92636423,0.93622617,0.86666961,0.93095091,0.53425378,0.93228139,0.93622617,0.86666961,0.93095091,0.53425378,0.93228139,0.93622617,0.86666961,0.93095091,0.53425378,0.93228139,0.93162393,0.86338273,0.9291839,0.53576594,0.92899408,0.92965155,0.86459996,0.92983868,0.53596318,0.92833662,0.92965155,0.86459996,0.92983868,0.53596318,0.92833662,0.93622617,0.86666961,0.93095091,0.53425378,0.93228139,0.93425378,0.86788857,0.93160537,0.53445102,0.93162393,0.93819855,0.87006455,0.93277251,0.53326759,0.93425378,0.93819855,0.87006455,0.93277251,0.53326759,0.93425378,0.93622617,0.86666961,0.93095091,0.53425378,0.93228139,18.3381,-1.748,10.8605,0
/content/gdrive/My Drive/Colab Notebooks/feature/15-2-rs.jpg,0.97501644,0.95128123,0.97533647,0.51249178,0.97501644,0.97304405,0.94754135,0.97341735,0.51347798,0.97304405,0.97304405,0.94754135,0.97341735,0.51347798,0.97304405,0.97304405,0.94754135,0.97341735,0.51347798,0.97304405,0.97238659,0.94629818,0.97277859,0.51380671,0.97238659,0.9756739,0.95253132,0.97597711,0.51216305,0.9756739,0.9756739,0.95253132,0.97597711,0.51216305,0.9756739,0.97304405,0.94754135,0.97341735,0.51347798,0.97304405,0.97633136,0.95378313,0.97661821,0.51183432,0.97633136,0.9756739,0.95253132,0.97597711,0.51216305,0.9756739,0.9756739,0.95253132,0.97597711,0.51216305,0.9756739,0.97304405,0.94754135,0.97341735,0.51347798,0.97304405,15.6543,-0.6924,7.1225,0
/content/gdrive/My Drive/Colab Notebooks/feature/15-3-rs.jpg,0.8330046,0.65841878,0.81143008,0.59769888,0.80933596,0.82445759,0.64216248,0.80135041,0.6035503,0.79815911,0.82445759,0.64216248,0.80135041,0.6035503,0.79815911,0.82445759,0.64216248,0.80135041,0.6035503,0.79815911,0.81985536,0.65639582,0.81018258,0.60111769,0.80144642,0.8191979,0.65564023,0.80971614,0.60144642,0.80078895,0.8191979,0.65564023,0.80971614,0.60144642,0.80078895,0.82445759,0.64216248,0.80135041,0.6035503,0.79815911,0.81525312,0.65114304,0.80693435,0.6034188,0.79684418,0.82445759,0.65184675,0.80737027,0.60118343,0.80210388,0.82445759,0.65184675,0.80737027,0.60118343,0.80210388,0.82445759,0.64216248,0.80135041,0.6035503,0.79815911,18.2956,-2.0587,12.1467,0
/content/gdrive/My Drive/Colab Notebooks/feature/15-4-rs.jpg,0.85798817,0.7254099,0.85170998,0.57731755,0.84746877,0.84944116,0.71394645,0.84495352,0.58159106,0.83892176,0.84944116,0.71394645,0.84495352,0.58159106,0.83892176,0.84944116,0.71394645,0.84495352,0.58159106,0.83892176,0.85272847,0.70360342,0.83881072,0.58310322,0.83694938,0.8573307,0.70596527,0.84021739,0.58159106,0.84023669,0.8573307,0.70596527,0.84021739,0.58159106,0.84023669,0.84944116,0.71394645,0.84495352,0.58159106,0.83892176,0.85272847,0.7109172,0.84315906,0.58152531,0.83957922,0.85207101,0.71005096,0.84264522,0.58185404,0.83892176,0.85207101,0.71005096,0.84264522,0.58185404,0.83892176,0.84944116,0.71394645,0.84495352,0.58159106,0.83892176,18.7402,-2.2156,12.7462,0
/content/gdrive/My Drive/Colab Notebooks/feature/16-1-rs.jpg,0.93228139,0.80242937,0.89578422,0.54648258,0.9112426,0.92965155,0.79828316,0.89346693,0.5477975,0.90861275,0.92965155,0.79828316,0.89346693,0.5477975,0.90861275,0.92965155,0.79828316,0.89346693,0.5477975,0.90861275,0.92636423,0.79313931,0.89058369,0.54944116,0.90532544,0.93425378,0.80555718,0.89752837,0.54549638,0.91321499,0.93425378,0.80555718,0.89752837,0.54549638,0.91321499,0.92965155,0.79828316,0.89346693,0.5477975,0.90861275,0.92504931,0.79109387,0.88943458,0.55009862,0.90401052,0.9270217,0.79416462,0.89115915,0.54911243,0.90598291,0.9270217,0.79416462,0.89115915,0.54911243,0.90598291,0.92965155,0.79828316,0.89346693,0.5477975,0.90861275,17.7427,-2.4061,11.3816,0
